SID,LastLat,LastLon,LastWind,LandfallLat,LandfallLon,LastDir,LastSpeed
1959253N21086,21.492,78.5788,0.0,21.9715,78.2287,323.0,11.0
1959270N17092,23.889,83.4913,0.0,24.1,83.0,297.0,10.0
1959300N09083,22.9956,92.0055,0.0,23.6,92.8,50.0,19.0
1959332N10081,9.90011,78.8568,0.0,9.9001,78.2877,270.0,11.0
1959339N09091,14.4911,82.7908,0.0,14.4,82.3,258.0,9.0
1960148N20089,24.5009,88.9246,0.0,24.8,89.1,26.0,6.0
1960182N20089,22.5309,82.578,0.0,22.9,82.0,305.0,13.0
1960222N21089,23.1889,84.0269,0.0,23.5,83.5,304.0,12.0
1960226N19090,25.4896,78.6918,0.0,25.6,78.2949,289.0,8.0
1960237N20090,27.1515,78.778,0.0,27.2924,78.1232,284.0,12.0
1960270N21087,25.1878,84.4369,0.0,25.4,84.7,43.0,6.0
1960273N13117,23.1801,91.6162,0.0,23.3,92.0,67.0,8.0
1960302N08090,19.0829,89.2171,0.0,19.4,89.6,45.0,10.0
1960315N10081,10.0,81.3,0.0,10.0,81.3,,
1960315N10082,10.0,81.65,0.0,10.0,81.5,270.0,3.0
1960324N11084,12.6876,81.9751,0.0,12.8,81.8,308.0,4.0
1960331N10088,12.7891,85.011,0.0,12.9,84.9,315.0,4.0
1960332N08105,8.72497,85.9529,0.0,8.96749,86.1016,348.0,5.0
1961009N10082,8.91473,78.895,0.0,8.77661,78.3334,258.0,12.0
1961048N05086,10.5986,86.2555,0.0,10.6,85.9,270.0,6.0
1961125N11096,23.0066,90.3885,0.0,23.5,90.8,36.0,12.0
1961147N15095,23.7287,93.0396,0.0,24.3,93.7,46.0,16.0
1961159N21090,25.5773,87.5281,0.0,25.6,87.8,83.0,5.0
1961178N17093,21.3955,88.6768,0.0,21.9,87.9,306.0,18.0
1961182N22088,21.8922,85.6156,0.0,21.9,85.4,277.0,4.0
1961248N22089,23.4001,78.5934,0.0,23.4935,78.2663,286.0,7.0
1961254N19094,24.4103,78.5,0.0,24.9,78.3,339.0,10.0
1961265N21090,22.0758,86.2132,0.0,22.2,85.8,288.0,8.0
1961270N20090,24.9986,86.8157,0.0,25.3,87.1,39.0,8.0
1961282N20079,26.1255,79.4062,0.0,26.5,79.9,51.0,12.0
1961291N12120,17.1492,92.1538,0.0,17.2,91.1,273.0,20.0
1961297N20092,22.911,90.801,0.0,23.2,90.7,341.0,6.0
1962134N10082,12.1898,78.6997,0.0,12.0023,78.3399,247.0,8.0
1962144N17092,20.4057,93.0238,0.0,20.7,93.3,40.0,7.0
1962157N19088,22.7953,88.6241,0.0,23.0,88.7,17.0,4.0
1962192N17087,21.7681,79.7061,0.0,22.1228,78.8796,296.0,17.0
1962251N17086,17.6259,79.6055,0.0,18.2497,78.7406,303.0,19.0
1962254N11123,20.5471,95.2501,0.0,20.6,94.3,285.0,23.0
1962259N17086,21.9934,78.8865,0.0,22.2098,78.3266,292.0,12.0
1962262N19092,26.3993,81.4823,0.0,26.6,81.3,323.0,5.0
1962292N11119,10.2995,95.6428,0.0,10.6,94.7667,292.0,19.0
1962295N08085,14.908,81.9285,0.0,15.0,81.0,277.0,17.0
1962298N08107,8.2509,98.9503,0.0,8.4,98.1,280.0,17.0
1962299N10094,23.6634,94.4739,0.0,23.9,94.9,58.0,10.0
1962327N05144,10.4,99.4,0.0,10.4,99.4,273.0,14.0
1962329N07104,7.65182,98.6251,0.0,7.7,97.9,274.0,14.0
1962330N08098,14.4125,79.9086,0.0,14.5,79.5,280.0,8.0
1962343N10090,11.4845,93.9851,0.0,11.5,94.3,85.0,6.0
1963003N05085,5.4,85.0,0.0,5.4,85.0,0.0,0.0
1963144N09090,23.4405,91.6821,0.0,24.2,91.7,2.0,15.0
1963157N20088,25.0718,90.0957,0.0,25.0,90.1,157.0,1.0
1963174N14096,19.4929,84.2354,0.0,19.5,83.8,272.0,9.0
1963185N22089,24.0025,82.1779,0.0,24.3,81.6,299.0,12.0
1963221N20089,25.6957,78.565,0.0,26.169,78.1995,324.0,12.0
1963251N16097,29.7881,78.1181,0.0,30.1,78.1,354.0,7.0
1963264N17120,25.8751,85.2721,0.0,26.1,85.1,333.0,6.0
1963274N15115,15.4516,95.8367,0.0,15.6,94.7,277.0,22.0
1963277N15096,23.6757,92.0101,0.0,23.8,92.3,65.0,6.0
1963291N09092,20.7987,92.5928,0.0,20.9,92.7,44.0,3.0
1963297N10092,15.8214,92.8056,0.0,16.3,93.2,38.0,12.0
1963334N05090,11.0234,82.4172,0.0,11.3,82.5,15.0,6.0
1964127N12086,21.321,93.7755,0.0,22.2,93.9,9.0,18.0
1964185N21090,25.8097,78.8931,0.0,26.0992,78.3788,301.0,12.0
1964218N19088,19.8251,85.8939,0.0,20.0,85.7,313.0,4.0
1964222N20090,23.7895,78.9071,0.0,24.0223,78.3222,291.0,12.0
1964228N21088,23.4757,84.6889,0.0,23.8,84.3,314.0,10.0
1964236N22088,24.8073,78.9891,0.0,24.9,78.6,285.0,7.0
1964240N15111,15.5752,96.7018,0.0,15.4,95.4,262.0,26.0
1964256N17141,17.1742,98.0267,0.0,17.2,97.7,275.0,6.0
1964267N21089,26.2139,78.8155,0.0,26.9613,78.2077,321.0,19.0
1964269N12142,21.4406,93.4608,0.0,22.0,92.6,305.0,20.0
1964271N17086,16.8459,78.9602,0.0,16.7898,78.3897,263.0,11.0
1964278N21091,24.574,87.5982,0.0,24.5,87.2,262.0,7.0
1964286N10112,15.132,87.928,0.0,15.6,87.1,301.0,19.0
1964291N11143,17.8153,90.2522,0.0,18.5,89.5,313.0,20.0
1964291N16091,23.1875,84.1344,0.0,23.3,84.4,62.0,5.0
1964308N08096,12.5047,80.1375,0.0,12.5,80.1,251.0,1.0
1964316N13117,10.0058,92.1278,0.0,10.0,91.6,269.0,10.0
1964321N14086,13.5013,95.8016,0.0,13.5,96.4,90.0,12.0
1964352N05093,9.90757,78.6904,0.0,10.1697,78.0053,292.0,14.0
1965129N14085,23.5018,90.8061,0.0,24.1,91.3,37.0,15.0
1965146N15089,23.3187,90.4145,0.0,23.9,90.5,7.0,12.0
1965187N08144,25.4576,98.9785,0.0,26.5,98.5,326.0,24.0
1965194N19087,19.8816,79.4455,0.0,20.5835,78.2331,298.0,23.0
1965207N21090,23.0837,85.8893,0.0,23.3,85.7,325.0,6.0
1965212N26077,27.0011,78.7238,0.0,27.2,79.2,64.0,9.0
1965226N17116,18.9687,91.8113,0.0,18.9,90.8,266.0,19.0
1965235N20087,24.095,82.1655,0.0,24.4,81.7,306.0,11.0
1965238N14114,19.2458,90.3038,0.0,19.7,90.1,336.0,10.0
1965239N17111,17.2063,99.2688,0.0,17.5,98.6,294.0,14.0
1965243N19091,24.5897,78.4075,0.0,24.6425,78.0446,282.0,7.0
1965258N12107,11.8,99.9,0.0,11.8,99.9,267.0,13.0
1965262N15084,24.3673,85.0904,0.0,24.5,85.3,53.0,5.0
1965280N18091,21.9395,92.225,0.0,22.6,92.6,28.0,14.0
1965294N13083,20.0224,93.0011,0.0,20.5,93.5,45.0,13.0
1965302N10102,12.9177,96.113,0.0,13.1,95.7,294.0,9.0
1965310N12086,10.2556,79.8776,0.0,9.7,79.6,205.0,12.0
1965340N05092,21.6981,91.7985,0.0,22.1,92.3,48.0,13.0
1965352N09111,7.96926,91.6017,0.0,8.0,91.4,279.0,4.0
1965364N08088,21.1752,85.6035,0.0,21.5,85.9,39.0,9.0
1966118N08088,12.0316,78.8265,0.0,12.0938,78.2947,275.0,11.0
1966137N14096,16.4132,93.4766,0.0,16.9,93.0,318.0,13.0
1966153N15088,18.0879,83.8634,0.0,18.4,83.6,318.0,8.0
1966167N21090,24.4285,91.9186,0.0,24.8,92.3,44.0,10.0
1966179N21088,24.0751,87.9629,0.0,24.3,87.8,331.0,5.0
1966198N20088,20.3003,86.2752,0.0,20.4,86.0,296.0,6.0
1966209N21088,24.3009,80.0386,0.0,24.4,80.0,320.0,3.0
1966245N20088,21.9817,78.5258,0.0,22.0969,78.2247,292.0,6.0
1966270N09090,24.4599,92.6002,0.0,24.8,93.3,60.0,15.0
1966284N12086,15.2392,83.4076,0.0,15.8,83.2,339.0,11.0
1966305N09096,11.7998,78.5458,0.0,11.5984,78.1888,239.0,8.0
1966312N08084,9.71477,78.8967,0.0,9.81398,78.4214,283.0,10.0
1966322N09087,18.8993,84.2016,0.0,19.0,84.0,300.0,4.0
1966329N10096,13.0496,78.9299,0.0,13.0165,78.2815,267.0,13.0
1966341N08088,22.214,91.9062,0.0,22.5,92.4,59.0,10.0
1966350N08090,10.5797,83.3834,0.0,10.5,82.7,265.0,13.0
1966364N08088,21.0167,85.7209,0.0,21.5,86.1,36.0,12.0
1967001N06083,16.3867,84.6063,0.0,16.7,84.6,358.0,7.0
1967135N11092,21.8079,94.3221,0.0,22.4,94.5,15.0,12.0
1967180N20088,20.0,87.4751,0.0,20.1,87.4,329.0,2.0
1967207N20088,21.8136,78.9119,0.0,21.988,78.2523,282.0,14.0
1967212N19090,20.6058,83.8582,0.0,20.7,83.2,278.0,12.0
1967230N21090,21.3251,88.6251,0.0,21.4,88.5,298.0,3.0
1967245N21090,25.392,78.7863,0.0,25.4534,78.1698,277.0,11.0
1967263N25086,26.35,85.5,0.0,26.7,85.5,0.0,7.0
1967270N20089,23.8253,91.422,0.0,24.1,91.8,54.0,8.0
1967281N18089,22.5182,90.8175,0.0,22.8,91.2,51.0,9.0
1967293N07079,7.99938,80.1225,0.0,8.2,80.5,60.0,8.0
1967293N09090,20.6195,91.9806,0.0,21.3,92.2,20.0,14.0
1967304N10085,11.8696,79.3247,0.0,11.7,79.0,246.0,8.0
1967331N06085,5.90325,78.4931,0.0,5.99499,78.2233,285.0,6.0
1967338N05088,11.3492,78.7116,0.0,11.2818,78.174,265.0,10.0
1968128N14096,21.0874,94.3046,0.0,21.3,94.5,41.0,6.0
1968164N21090,24.0906,89.5,0.0,24.2,89.5,6.0,2.0
1968191N23088,24.9212,90.6093,0.0,25.0,90.8,66.0,3.0
1968208N18089,23.595,78.6,0.0,23.6915,78.2146,284.0,7.0
1968216N22090,22.5997,79.1249,0.0,22.5108,78.3639,262.0,13.0
1968224N22091,23.4989,82.1151,0.0,23.6,81.8,289.0,6.0
1968235N19090,23.6227,87.5986,0.0,24.0,87.5,346.0,8.0
1968254N19091,19.8329,84.2968,0.0,20.0,84.2,327.0,3.0
1968273N14089,25.396,84.6144,0.0,25.6,84.7,20.0,5.0
1968295N11089,19.5078,85.6101,0.0,19.6,85.7,37.0,2.0
1968307N11087,13.7845,80.9064,0.0,14.0,80.5,299.0,9.0
1968314N08089,21.8992,88.7186,0.0,22.1,88.9,38.0,5.0
1968347N05091,9.60559,79.906,0.0,9.3,79.6,224.0,9.0
1969134N15087,17.5039,80.9024,0.0,17.9,80.9,359.0,8.0
1969167N15088,22.6182,91.7214,0.0,23.0,92.0,34.0,9.0
1969209N19090,24.23,81.5119,0.0,24.6,81.2,319.0,9.0
1969220N21090,22.4377,88.9881,0.0,22.8,88.8,333.0,8.0
1969225N21090,25.3633,78.8677,0.0,25.3931,78.3223,276.0,10.0
1969241N10127,16.8927,99.135,0.0,16.9,98.7,270.0,9.0
1969249N17087,22.51,78.5049,0.0,22.7013,78.1035,299.0,8.0
1969261N17088,23.5952,79.4217,0.0,24.0,79.4,354.0,8.0
1969266N21093,24.9837,87.8751,0.0,25.1,87.6,298.0,5.0
1969282N18087,22.4106,89.8923,0.0,22.7,90.3,54.0,9.0
1969294N11083,13.1103,79.483,0.0,13.3,79.2,303.0,6.0
1969308N12095,17.3099,78.815,0.0,17.3803,78.2807,281.0,10.0
1969345N11081,15.3922,81.2937,0.0,15.6,81.4,24.0,5.0
1969355N04091,5.51339,81.3773,0.0,5.5,81.0,265.0,7.0
1970122N10089,20.4813,91.6186,0.0,20.7,91.7,16.0,5.0
1970143N19091,20.3254,91.9493,0.0,20.6,92.3,49.0,8.0
1970158N21090,21.7022,80.9733,0.0,21.6,80.4,259.0,11.0
1970180N20088,25.0742,80.3937,0.0,25.2,80.2,310.0,5.0
1970187N18091,22.0872,85.9018,0.0,22.3,85.3,293.0,12.0
1970229N18086,20.596,79.0973,0.0,20.8,78.7,299.0,8.0
1970245N22087,22.9527,78.8906,0.0,22.9098,78.3046,265.0,10.0
1970251N20091,26.6094,84.6226,0.0,26.7,84.8,64.0,3.0
1970264N17085,20.2672,79.0019,0.0,20.3253,78.2752,277.0,14.0
1970291N14085,24.385,90.9251,0.0,24.4,91.1,80.0,3.0
1970312N12086,22.7975,91.4088,0.0,23.0,92.0,67.0,12.0
1970323N09085,10.3022,78.8218,0.0,10.3,78.7,268.0,3.0
1970324N05143,9.60498,99.4675,0.0,9.9,99.2,307.0,8.0
1971124N10093,20.9718,91.5294,0.0,20.9,91.9,94.0,7.0
1971154N20088,24.682,84.3109,0.0,24.7,84.3,330.0,1.0
1971171N20089,23.0982,79.5912,0.0,23.4,79.2,308.0,10.0
1971189N12130,21.3074,96.8377,0.0,21.6,96.3,298.0,13.0
1971196N20089,25.1992,79.5344,0.0,25.2,79.6,89.0,1.0
1971207N22089,24.3659,78.83,0.0,24.4094,78.3505,275.0,11.0
1971220N21088,23.4141,84.9022,0.0,23.8,84.7,333.0,8.0
1971242N23082,26.9165,79.1889,0.0,27.3,79.0,337.0,8.0
1971267N12130,18.0,99.0,0.0,18.0,99.0,270.0,22.0
1971267N15084,16.1259,81.3505,0.0,16.3,80.8,288.0,11.0
1971271N19089,24.3689,87.1486,0.0,24.4,87.0,285.0,3.0
1971287N16089,25.6875,80.101,0.0,26.2,80.1,0.0,11.0
1971300N12091,22.7976,90.0255,0.0,23.0,90.6,70.0,11.0
1971308N11092,24.6103,93.7245,0.0,25.4,94.5,41.0,21.0
1972098N09091,16.9113,91.7113,0.0,17.1,92.1,63.0,8.0
1972187N22088,22.3101,82.7118,0.0,22.5,82.1,289.0,11.0
1972195N21091,22.1163,86.3468,0.0,22.3,86.4,9.0,4.0
1972218N22089,26.5656,78.1255,0.0,26.6125,78.0021,295.0,3.0
1972225N22090,23.2821,78.106,0.0,23.235,78.0476,237.0,2.0
1972241N24086,24.9069,78.3905,0.0,25.0,78.3,320.0,2.0
1972244N12123,14.3613,99.2674,0.0,14.2,99.0,241.0,6.0
1972251N15097,27.9258,78.5022,0.0,28.3,78.5,1.0,7.0
1972264N17092,25.3903,84.298,0.0,25.8,84.7,42.0,11.0
1972277N12087,15.8328,79.5917,0.0,16.2,79.4,331.0,8.0
1972320N10091,14.023,79.3776,0.0,14.2,78.9,290.0,10.0
1972331N14091,19.1681,92.4053,0.0,19.3,92.6,50.0,5.0
1972335N08116,13.0414,94.9884,0.0,13.6,94.9,351.0,11.0
1972336N10089,11.8605,78.6824,0.0,11.814,78.1942,265.0,10.0
1972355N08084,8.10014,82.6877,0.0,8.3,82.4,306.0,7.0
1973187N19087,22.8053,79.8851,0.0,22.9,79.9,353.0,2.0
1973193N20089,22.9956,81.235,0.0,23.3,80.8,306.0,10.0
1973200N21088,25.0995,78.6473,0.0,25.2,78.5,307.0,4.0
1973238N21088,24.1091,78.3809,0.0,24.2543,78.0893,298.0,6.0
1973245N22088,23.6574,80.6488,0.0,23.5,80.2,250.0,9.0
1973280N12090,24.6915,85.2946,0.0,25.4,85.1,345.0,15.0
1973308N07091,20.3117,86.5974,0.0,20.5,86.3,305.0,7.0
1973317N08122,11.835,99.325,0.0,12.3,99.2,327.0,16.0
1973319N13090,22.4976,90.8987,0.0,23.0,91.2,29.0,12.0
1973339N07088,22.4503,90.0844,0.0,23.3,90.9,41.0,22.0
1973348N07088,9.24917,79.6038,0.0,9.3,79.3,280.0,6.0
1973360N04090,6.95203,83.2966,0.0,7.1,83.0,296.0,7.0
1974150N22089,23.837,90.4396,0.0,24.2,90.8,41.0,9.0
1974167N18086,23.3588,82.443,0.0,23.5,82.3,318.0,4.0
1974220N19087,21.1945,86.7537,0.0,21.5,86.6,336.0,7.0
1974225N22089,23.8,78.3,0.0,23.8994,78.1279,299.0,4.0
1974269N16092,24.4525,86.6491,0.0,24.8,86.9,33.0,8.0
1974280N17085,17.8518,82.5036,0.0,17.9,82.2,280.0,6.0
1974287N17086,17.6113,81.5499,0.0,18.0,80.9,301.0,14.0
1974327N11088,22.7908,90.8459,0.0,23.4,91.2,28.0,14.0
1975007N08092,15.6547,94.7972,0.0,16.0,95.0,29.0,8.0
1975125N13096,18.6493,97.4414,0.0,19.0,98.2,64.0,16.0
1975155N16087,23.1471,91.9014,0.0,23.6,91.9,1.0,9.0
1975169N19087,21.7581,85.401,0.0,21.9,85.2,309.0,5.0
1975177N19087,23.1516,83.7972,0.0,23.4,83.6,323.0,6.0
1975199N24086,26.69,78.2249,0.0,26.7424,78.0776,291.0,3.0
1975217N19088,23.0589,83.4144,0.0,23.3,82.5,287.0,17.0
1975229N20089,27.144,82.2474,0.0,27.3,82.4,41.0,4.0
1975252N19086,23.3291,78.4738,0.0,23.6,78.2,315.0,7.0
1975258N12132,20.1284,98.8596,0.0,20.0,98.0,273.0,26.0
1975267N23088,26.2059,82.0906,0.0,26.3,82.0,316.0,3.0
1975290N15083,15.8516,79.9482,0.0,16.0,79.7,301.0,6.0
1975299N11085,13.1568,80.891,0.0,13.4,80.4,298.0,11.0
1975305N15085,14.8001,80.9035,0.0,14.7,80.7,244.0,4.0
1975311N11089,22.6994,91.6997,0.0,23.1,92.1,42.0,11.0
1975328N09085,14.9458,85.9542,0.0,15.2,85.7,315.0,7.0
1976120N12093,19.5034,95.199,0.0,19.6,95.4,59.0,4.0
1976210N23089,25.5863,79.5461,0.0,25.5892,78.6108,273.0,17.0
1976214N19088,24.5599,79.4883,0.0,24.7,79.5,356.0,3.0
1976225N20089,25.8228,79.7091,0.0,26.3919,78.6448,301.0,22.0
1976240N21083,22.5174,78.6276,0.0,22.7,78.2,294.0,9.0
1976252N17093,23.6505,86.5467,0.0,23.6,86.7,109.0,3.0
1976289N09086,23.6962,93.3486,0.0,24.0,93.7,47.0,9.0
1976308N13088,17.2006,78.677,0.0,17.5,78.3141,313.0,9.0
1976320N11087,15.0,79.0,0.0,15.059,78.4974,278.0,10.0
1976328N08090,19.8007,92.0872,0.0,19.9,92.8,81.0,13.0
1976363N08089,13.1958,91.5516,0.0,13.3,91.6,25.0,2.0
1977129N08084,23.433,90.6049,0.0,24.0,90.6,0.0,11.0
1977194N06142,21.7761,98.8512,0.0,22.05,97.95,286.0,20.0
1977243N13131,16.9429,99.9586,0.0,16.9429,99.9586,334.0,6.0
1977300N13092,15.1,79.1,0.0,15.1499,78.3837,276.0,13.0
1977313N09092,10.6209,79.0965,0.0,10.6407,78.5116,269.0,11.0
1977318N06093,18.2045,80.247,0.0,18.4,80.3,12.0,4.0
1978134N11091,19.593,92.9392,0.0,20.1,93.3,32.0,12.0
1978217N16129,18.6898,98.9946,0.0,19.0,99.0,342.0,6.0
1978262N14135,15.0177,99.4998,0.0,15.0,99.0,270.0,10.0
1978298N13090,19.6076,88.491,0.0,19.6,89.0,88.0,9.0
1978307N10082,12.1151,78.9864,0.0,12.1,78.3,269.0,13.0
1978323N08092,9.24568,79.1368,0.0,9.5,78.5,293.0,13.0
1979126N07090,16.8426,79.6017,0.0,17.2,79.6,0.0,7.0
1979205N10148,23.8,78.8,0.0,23.9079,78.3378,286.0,9.0
1979264N10087,15.5601,82.3972,0.0,15.6,82.0,279.0,8.0
1979300N06095,12.4462,80.0919,0.0,12.5,79.9,281.0,4.0
1979327N08088,13.8506,80.2137,0.0,14.2,79.5,298.0,15.0
1980284N09092,8.0,79.3,0.0,7.90028,78.4075,262.0,16.0
1980290N10088,16.6467,81.2709,0.0,16.8,81.2333,347.0,3.0
1980338N09085,15.838,86.3847,0.0,16.0,86.6,54.0,5.0
1980345N09092,7.95391,79.2105,0.0,7.84259,78.3669,262.0,16.0
1981283N07132,16.5002,99.5005,0.0,17.0,99.0,316.0,14.0
1981298N07083,10.0821,78.1888,0.0,10.163,78.0685,304.0,8.0
1981321N13092,21.4939,91.9855,0.0,21.6,92.0,13.0,4.0
1981339N11089,22.7781,89.1424,0.0,23.2,89.7,47.0,19.0
1982120N11083,18.1259,97.3806,0.0,18.2,97.4,17.0,2.0
1982150N13087,22.9213,84.8342,0.0,23.3,84.7,339.0,12.0
1982287N13091,17.0724,80.997,0.0,17.2,80.8,305.0,7.0
1982290N10084,14.9048,79.384,0.0,15.1,79.2,319.0,8.0
1983274N18089,18.2635,82.8298,0.0,18.5,82.3,293.0,11.0
1983276N06130,16.5,99.0,0.0,16.5,99.0,286.0,22.0
1983282N09155,20.38,92.6427,0.0,20.9,92.5,341.0,10.0
1983309N10091,22.2084,92.2857,0.0,22.5,92.6,43.0,10.0
1984169N20137,21.0127,99.1996,0.0,21.0,98.5,270.0,14.0
1984285N17089,21.8916,86.2706,0.0,22.2,85.9,312.0,9.0
1984314N09088,14.0975,80.0875,0.0,14.1,80.1,0.0,0.0
1984332N08086,11.7,79.4,0.0,11.8808,78.6275,290.0,15.0
1985143N16088,23.1761,91.3923,0.0,23.9,91.6,15.0,15.0
1985281N02144,18.0671,99.1144,0.0,18.0,98.0,270.0,19.0
1985282N12090,18.235,83.0593,0.0,18.4,82.8,310.0,6.0
1985284N05159,19.0,99.0,0.0,19.0,99.0,270.0,33.0
1985288N19089,21.8568,85.8463,0.0,22.4,85.5,329.0,12.0
1985317N12082,16.5487,80.1342,0.0,16.9,80.4,33.0,9.0
1985343N04090,15.1413,79.3499,0.0,15.5,79.0,316.0,10.0
1986006N03087,11.0875,82.8298,0.0,11.5,83.0,21.0,8.0
1986228N19120,18.9203,99.4756,0.0,19.0,99.0,270.0,9.0
1986308N11090,21.4674,88.4513,0.0,21.8,89.0,55.0,12.0
1986313N22089,23.6508,90.5975,0.0,24.3,91.1,35.0,16.0
1987030N06091,20.1503,92.1919,0.0,20.7,92.8,46.0,16.0
1987150N13095,24.1093,91.0298,0.0,24.5,91.2,19.0,8.0
1987219N08134,18.7182,99.7744,0.0,18.8,99.3,260.0,8.0
1987219N08155,21.7756,97.4309,0.0,22.2,96.9,310.0,13.0
1987287N12089,17.5347,78.9543,0.0,17.8,78.4,298.0,12.0
1987303N06088,15.0335,79.5769,0.0,15.3,79.1,300.0,10.0
1987312N09095,17.3783,78.9799,0.0,17.7,78.7,320.0,9.0
1987336N10085,9.7,78.5,0.0,9.54054,78.253,235.0,6.0
1987351N09086,10.4114,79.5903,0.0,10.5,79.2,284.0,8.0
1988291N15095,22.8175,89.714,0.0,23.4,89.6,347.0,12.0
1988319N08090,20.3275,93.8189,0.0,21.0,94.7,51.0,21.0
1988327N06100,23.269,89.8933,0.0,23.7,90.2,33.0,10.0
1988341N08090,12.3871,92.3544,0.0,12.7,92.2,334.0,7.0
1989143N17090,23.3342,86.843,0.0,23.9,86.5,333.0,12.0
1989305N07105,15.0455,79.1273,0.0,15.1466,78.453,280.0,13.0
1990108N09087,14.1521,88.048,0.0,14.4,88.2,39.0,8.0
1990124N09088,20.9275,79.9348,0.0,21.4,80.1,16.0,10.0
1990164N21089,22.0011,83.3,0.0,22.0,82.5,270.0,14.0
1990226N19088,22.0,79.0,27.0,22.2132,78.1385,278.0,15.0
1990232N22089,22.0,79.0,27.0,22.2506,78.1379,289.0,17.0
1990246N23089,23.2626,82.4876,0.0,23.5,82.0,299.0,10.0
1990272N11121,15.2,99.9,0.0,15.2,99.9,282.0,5.0
1990280N18091,22.9502,87.6992,0.0,23.5,88.0,25.0,11.0
1990304N08092,19.3877,84.3133,0.0,20.0,84.0,335.0,11.0
1990304N11088,14.0,86.5,27.0,15.038,86.0773,351.0,14.0
1990318N14082,14.5,80.0,27.0,14.5654,78.9496,283.0,14.0
1990348N04087,21.4702,93.0525,0.0,21.6,93.5,70.0,9.0
1991015N02087,4.81496,78.75,0.0,4.7,78.2,260.0,11.0
1991113N10091,25.3579,98.3082,0.0,25.7,99.7,74.0,25.0
1991150N14091,26.1813,95.4304,0.0,26.7,96.4,60.0,20.0
1991208N20090,22.7,79.0,30.0,22.7901,78.4622,281.0,10.0
1991234N20089,28.63,78.1774,0.0,28.7,78.2,8.0,2.0
1991264N15084,18.7375,79.9499,0.0,19.0,80.0,2.0,5.0
1991285N15090,22.25,90.0326,0.0,22.5,90.0,2.0,5.0
1991301N10083,13.0,78.5,25.0,13.0375,78.2499,300.0,6.0
1991313N10095,12.0429,78.5429,25.0,12.0833,78.2191,285.0,6.0
1992136N10090,23.0483,98.8504,0.0,23.9,99.7,43.0,23.0
1992167N12088,21.1336,83.7734,0.0,21.4,82.8,286.0,18.0
1992188N07156,21.5,99.5,0.0,21.5,99.5,287.0,21.0
1992198N13135,22.0,99.5,0.0,22.0,99.5,272.0,12.0
1992207N18090,22.3377,82.2455,0.0,22.8,81.9,324.0,11.0
1992265N18099,21.7,87.8875,0.0,21.7,87.7,270.0,4.0
1992279N10097,17.788,79.8285,0.0,18.4,79.2,316.0,17.0
1992288N10089,22.3233,94.4393,0.0,22.5,94.5,27.0,6.0
1992306N12093,12.975,81.88,0.0,12.8,81.7,224.0,6.0
1992311N06107,7.55494,78.5574,0.0,7.9,78.3,320.0,8.0
1992314N08141,20.0526,94.1951,0.0,19.9,94.5,133.0,7.0
1992335N03077,4.7225,78.38,0.0,4.9,78.1,309.0,6.0
1993312N06079,8.5,78.5,25.0,9.0,78.5,0.0,10.0
1993331N07108,11.8857,78.5,30.0,12.1443,78.0671,303.0,9.0
1993336N05164,7.9926,99.2901,0.0,8.2,98.8,302.0,14.0
1993353N09084,11.0,80.5,25.0,11.0,80.0,270.0,5.0
1994078N06096,9.60769,87.9847,0.0,9.2,87.5,228.0,12.0
1994117N07096,23.2579,95.0421,0.0,23.5,95.6,64.0,11.0
1994206N22107,18.9999,98.66,0.0,19.0,98.4,270.0,6.0
1994302N11086,14.2343,78.6408,0.0,14.55,78.5,330.0,7.0
1995126N11081,12.348,78.9998,0.0,12.5,78.5,297.0,11.0
1995128N15082,19.0,82.5,0.0,19.0,83.5,62.0,11.0
1995135N20087,26.0499,93.0501,0.0,26.0,93.0,0.0,0.0
1995233N16115,18.2073,97.8924,0.0,18.2,96.7,270.0,21.0
1995255N14104,27.5,78.9,0.0,27.6478,78.4578,291.0,8.0
1995269N21088,24.0,87.0,0.0,24.0,87.0,0.0,0.0
1995292N08150,13.9406,98.6903,0.0,14.1,97.8,280.0,18.0
1995310N09096,26.2577,87.2047,0.0,26.5,87.6,55.0,9.0
1995323N05097,23.0333,94.524,0.0,23.6,95.5,57.0,22.0
1996122N08092,23.3581,95.5018,0.0,23.7,96.2,61.0,15.0
1996163N08088,21.7175,80.6899,0.0,22.1,80.7,1.0,8.0
1996167N16072,29.6502,78.8924,0.0,29.7,79.2,79.0,5.0
1996208N24084,24.5017,78.8206,0.0,24.5017,78.1163,270.0,13.0
1996275N15082,15.5,79.0,0.0,16.0,78.5,297.0,11.0
1996288N09092,13.0,78.4425,0.0,13.0,78.1,270.0,7.0
1996296N09093,24.6475,89.9092,0.0,25.6,90.2,13.0,20.0
1996299N11121,15.1651,97.5574,0.0,15.7,97.9,32.0,13.0
1996306N15097,17.6,78.8,0.0,17.6881,78.2903,279.0,9.0
1996312N14125,10.5501,99.6051,0.0,10.7,99.2,291.0,8.0
1996332N09092,12.2,78.8,0.0,12.1425,78.1651,261.0,12.0
1997133N03092,26.6816,96.0985,0.0,27.8,97.5,47.0,34.0
1997177N21090,25.7332,85.3016,0.0,26.0,85.0,318.0,7.0
1997210N21089,25.9751,78.3752,0.0,26.03,78.2746,257.0,1.0
1997216N20091,25.5,78.5,0.0,25.0,78.5,290.0,29.0
1997232N20088,22.8009,78.8012,0.0,23.0,78.5,317.0,7.0
